Pid,label
525196,1.58
340165,5.83
247363,6.17
1019003,1.0
256625,9.64
840975,3.17
388729,5.13
351657,2.81
808780,4.52
402722,10.41
199016,10.25
417957,7.01
369067,7.29
892377,4.91
191546,5.98
274949,8.44
270643,5.21
215575,1.0
250853,5.7
282027,8.42
212404,5.93
341695,12.9
408107,4.46
268590,6.34
358356,9.65
181829,6.15
411897,9.16
335180,3.58
379878,11.6
332603,5.13
399686,8.49
176833,2.58
406951,6.78
464407,4.75
350541,4.91
282256,7.46
195537,12.67
399088,5.91
254453,4.25
296685,10.66
219233,8.55
230483,6.44
235020,12.68
500399,9.59
231720,10.24
1107303,2.32
321433,5.86
199601,6.73
396287,4.64
389391,8.68
435480,8.58
218979,7.84
983387,7.07
255993,5.52
176969,6.0
422101,3.17
287667,8.76
209289,6.48
161144,6.7
1033104,1.0
400679,6.57
289771,4.95
347360,2.58
266566,6.02
396260,5.32
375893,7.64
413785,6.6
321611,5.86
183546,4.46
796654,1.58
269589,5.49
399580,10.19
243781,6.99
210310,9.05
685631,9.2
389691,5.88
161061,7.02
303836,9.99
919271,3.17
207874,7.06
236527,5.39
369472,7.25
371241,7.71
425270,7.69
346551,5.25
292257,4.25
261169,5.86
224676,11.7
627108,10.3
169286,9.62
416778,8.89
215295,5.98
546651,3.46
437005,7.49
483984,3.91
331161,12.62
286717,6.23
198124,3.58
166191,11.98
378500,4.09
243539,8.11
199063,9.53
165821,7.43
293413,6.09
315036,10.05
905201,4.17
193313,4.46
311501,4.91
1083064,3.46
364265,8.21
1102397,1.58
399852,7.36
442201,4.81
511585,4.32
978618,4.32
415470,9.2
214871,5.55
319211,5.49
369748,6.52
326494,7.76
217746,6.41
1095730,7.01
210198,5.93
217788,8.18
278634,4.58
323728,6.09
258915,11.84
201571,9.24
259945,5.36
253514,11.28
593549,3.81
397497,5.55
951051,5.0
254592,2.81
213768,4.0
166787,5.55
413799,6.49
486542,4.39
299032,7.97
325879,11.4
250626,9.76
1040436,1.58
313538,4.17
205979,4.7
362907,6.51
256675,5.78
259336,6.63
1017564,7.06
766907,7.41
193362,5.52
548874,2.0
337446,9.21
265269,7.2
726760,6.49
236294,9.89
389469,5.09
269501,8.96
309509,12.56
225739,4.64
775556,6.46
281962,3.7
634740,1.58
268305,7.1
174296,8.95
286391,5.75
175471,8.29
335130,7.69
166462,11.51
333892,3.7
305750,6.43
239145,6.38
330864,4.46
388855,3.32
717730,2.0
212877,7.2
853572,11.44
741795,4.17
363312,3.7
191468,6.04
381776,6.67
524614,1.0
272345,4.91
317075,3.32
912661,8.04
246561,10.54
399189,9.51
343311,6.77
956922,2.32
446513,5.17
264324,8.01
260536,2.58
228701,3.7
382487,6.52
490307,6.51
690488,8.22
233546,8.68
434549,2.81
245069,4.81
571740,5.25
383279,6.81
352207,4.0
230149,10.47
398294,7.18
448835,8.13
215674,6.91
234848,10.13
1001420,6.13
606222,8.04
170657,8.52
328708,9.41
960022,5.39
322089,4.7
369685,3.0
253749,8.0
321336,7.03
642912,8.16
248424,5.04
405995,4.17
208248,5.21
715083,10.12
252996,3.0
754541,2.32
306437,10.12
182970,11.02
246577,7.64
177597,7.41
510975,9.79
191652,6.58
255215,5.58
513335,5.7
220697,7.06
218989,11.53
284967,7.81
331625,5.52
162512,6.07
324035,5.52
382663,3.17
194636,7.91
349123,4.91
174538,7.66
328373,7.31
206209,9.02
327265,6.17
1071838,2.58
283330,6.36
395243,7.17
358678,9.53
229003,13.73
242299,6.71
797404,4.91
338493,4.46
215972,10.43
305273,6.15
1071147,9.22
404651,8.04
289663,1.58
922637,3.17
388470,3.7
278959,5.93
249873,9.68
1083061,3.32
235423,5.61
208779,9.61
569610,7.45
615524,9.46
148866,6.49
264840,6.61
356731,5.67
1061388,2.81
176478,7.39
486671,7.35
619010,5.09
379053,5.52
1048677,7.94
1115192,1.58
223525,5.13
357819,12.66
281231,9.12
221179,4.81
156556,15.79
990194,5.83
372267,3.32
190507,6.73
411348,7.93
303864,10.16
319443,10.13
353471,9.91
309189,6.95
198171,5.67
273465,6.3
158648,7.16
347974,6.83
336093,7.02
222526,9.26
469566,6.02
425706,5.91
925308,5.55
292441,7.72
373400,9.48
403806,7.82
241767,10.42
311843,3.81
1062116,5.21
474067,4.09
312018,9.69
363786,6.19
421825,5.7
312356,9.36
431321,9.37
361978,5.36
266949,1.0
426247,6.32
375691,4.95
415291,7.83
315410,5.49
383654,9.36
363217,7.83
229135,10.42
275156,6.3
254988,4.58
741743,5.91
353836,11.27
550627,3.91
120190,8.82
183487,5.0
247071,7.25
1097630,2.81
421598,11.03
303279,6.67
241733,6.3
297768,10.85
1097758,2.32
369416,5.55
296209,5.55
313965,4.17
300312,7.27
214666,7.23
147568,6.74
295772,6.49
319707,9.9
302926,10.99
358815,11.25
315860,5.73
327790,5.04
259800,6.57
271218,5.67
392373,5.98
336425,3.32
269301,6.93
211237,8.47
159288,6.93
302854,8.88
448885,5.36
288470,5.64
465144,10.34
314927,3.7
622967,5.21
915971,1.0
181462,4.81
403173,8.89
336235,5.83
952517,6.88
253595,11.43
522105,6.92
347330,4.75
572949,4.7
476775,3.46
202846,5.39
433379,6.27
365303,6.41
254695,5.39
191401,7.54
233765,7.96
208677,6.95
349628,3.91
421889,7.83
242617,10.2
235282,7.78
229254,7.46
193067,2.81
419225,2.32
355679,5.83
285222,4.0
243698,7.58
369286,7.14
235062,12.36
188048,2.81
305403,8.06
384303,6.34
169417,6.94
255612,6.81
241429,7.09
225764,10.63
322923,6.34
419917,8.58
470247,8.41
365650,5.25
520387,9.36
173663,11.74
328399,10.58
267326,6.55
650690,9.34
338105,4.64
550905,8.65
170652,8.25
254242,4.32
643403,3.0
317106,9.59
224108,7.02
235861,4.46
380854,4.39
234963,4.39
214343,5.86
160440,6.66
339996,9.48
264816,7.24
290476,13.67
218126,8.16
246411,4.25
222018,6.15
372907,7.77
168682,7.65
531674,5.78
288373,7.23
995191,7.37
204462,3.81
310797,5.17
166654,2.58
298941,6.0
196609,3.0
383988,4.39
897727,7.98
186662,3.58
286459,6.07
336720,3.7
593344,4.09
336154,5.91
307971,5.17
486897,5.58
250720,3.58
422777,11.01
387728,8.41
203007,10.62
266021,7.55
256187,5.09
693133,7.1
210272,6.6
932482,3.0
435058,5.46
310911,7.72
816076,4.64
215252,5.83
177978,7.98
262955,9.78
290841,4.75
223522,8.53
282223,6.61
1011261,3.58
319981,6.93
248450,5.98
331321,8.3
233999,7.66
443859,7.64
472830,4.64
202802,6.04
370303,11.92
429667,2.81
356458,5.64
191230,7.94
772708,1.0
351221,10.2
286495,4.75
598933,2.58
331673,9.85
239094,4.17
351620,6.21
936662,4.17
366912,8.82
364210,6.67
377731,9.97
553693,3.81
210652,6.69
298527,5.43
182482,7.38
367240,7.95
607931,7.62
161723,10.44
278269,7.16
345542,5.49
555869,1.58
847332,3.7
298952,3.32
1040305,2.0
383526,5.43
374769,7.9
339176,1.0
260810,6.21
340132,5.81
361540,3.81
276265,7.29
284971,5.67
273117,5.21
326311,6.43
351005,7.19
406508,11.42
405211,7.91
730955,2.32
212574,7.39
274035,8.6
1086107,3.58
211077,10.79
318416,2.32
293335,4.95
244556,7.95
658738,9.04
274233,5.86
320103,4.46
277178,5.13
137541,8.47
187462,8.01
625686,2.32
312861,7.79
247921,8.66
310928,7.94
285387,6.94
256403,9.87
246463,6.02
255774,5.61
305874,5.64
359947,4.64
221482,7.84
401739,5.0
342679,7.23
277814,1.58
410291,3.46
215411,6.36
236795,11.96
337155,7.1
634335,6.0
230138,8.07
186510,4.09
410022,10.06
708986,2.81
490689,4.7
339676,11.2
560846,4.7
393547,4.81
335615,4.46
293873,3.58
583371,4.17
795102,5.09
567333,3.81
1068992,3.46
188674,6.11
1039083,8.15
400762,7.44
446877,9.01
448599,3.0
189586,4.81
290985,5.13
175882,7.88
260171,9.9
343214,8.28
334279,7.64
325341,5.21
256111,8.77
431437,9.97
226343,5.7
464925,5.09
434396,6.09
228693,9.6
157170,7.14
268487,3.32
177826,8.17
334411,8.83
1006403,6.78
202372,6.82
337923,5.93
522996,5.75
304354,7.07
742114,8.69
281162,9.9
361956,4.17
326479,9.1
297807,8.41
197321,7.13
896635,3.81
568993,5.55
924215,1.0
748756,4.09
757907,5.52
395839,8.03
171413,7.29
332311,3.7
186290,6.43
408271,4.25
219469,3.17
456268,6.38
1019506,7.48
374774,8.97
394959,6.34
280615,7.99
279414,2.32
320845,9.29
342388,8.87
514473,5.13
395172,5.04
193433,4.52
265410,7.15
198047,6.92
333360,7.96
224025,5.09
401423,8.42
266294,5.95
211118,4.95
439532,13.7
204153,7.77
922341,3.0
165773,8.19
263574,3.46
547805,3.81
243227,9.44
317768,2.81
368680,4.7
438192,5.29
933144,2.58
272238,8.46
985825,5.75
418352,5.61
168826,11.63
206149,5.78
281317,2.58
264446,4.7
353848,5.09
171495,6.27
307320,1.0
288178,5.49
317847,10.89
271145,5.46
191680,5.67
224391,6.91
674847,6.32
562909,8.22
159204,7.17
323892,7.45
354632,10.72
1021515,2.0
352960,4.09
390397,5.09
237188,8.84
180060,7.14
258271,4.91
234806,6.61
971841,1.58
394837,8.57
177773,10.82
388899,4.64
192028,5.86
160359,12.0
214407,6.97
433923,6.07
207742,7.24
219879,7.16
253893,6.87
205703,10.02
346602,4.32
988344,6.51
205822,9.26
204116,5.91
180727,6.34
216441,6.98
193259,4.09
203841,8.3
240705,11.09
377035,6.89
277876,10.13
287643,10.41
769701,9.33
211759,6.55
913023,5.13
799109,3.0
341795,8.53
360969,8.7
172037,9.62
367285,6.11
971566,2.81
327093,6.51
217253,8.84
287209,5.98
754696,6.27
379502,1.58
533014,6.85
314558,5.64
208493,7.98
383051,5.13
206940,5.46
290572,6.73
242755,2.81
197611,9.88
370175,3.32
970993,5.36
226156,5.13
311708,3.46
387884,4.7
1038073,2.0
280923,6.83
407181,9.99
263548,4.75
364754,6.64
411245,7.73
245333,6.04
352470,7.15
929639,4.0
270542,8.98
868333,3.0
298454,3.46
808250,2.81
246086,3.17
344475,4.91
206927,6.34
732691,4.7
339315,8.18
369231,6.38
378873,7.23
444517,4.09
432892,5.91
755766,4.91
313489,7.14
370082,3.58
185373,7.69
265184,3.91
264140,5.32
361338,7.16
933085,3.0
809417,10.5
266767,8.2
412160,5.29
451803,4.32
789192,2.32
267212,3.0
336087,4.86
387863,7.38
413917,8.73
277383,2.0
195758,5.61
732744,9.01
328778,7.29
393857,6.04
627757,4.7
359661,7.09
149542,13.02
353526,5.04
645376,6.92
412882,8.23
373127,4.25
299009,7.69
244085,8.85
410071,4.17
268363,7.18
265969,10.41
699193,6.6
230706,4.25
271969,5.13
295133,8.05
256196,5.09
332681,2.58
261545,6.66
337071,9.44
282366,8.26
800121,7.73
1028569,3.7
388929,10.92
335360,8.37
161849,4.17
270252,12.34
247443,8.17
311155,5.43
820670,1.0
347045,8.19
315321,5.91
241575,3.58
186433,8.07
412230,3.58
466144,5.0
245003,8.86
344581,10.73
209181,10.72
822928,6.86
245601,6.74
268617,8.06
513806,4.0
327840,8.64
577248,8.92
317226,5.64
148453,9.46
376786,5.75
685685,4.64
465845,1.0
601899,3.0
310436,7.23
774299,9.06
799564,8.54
168186,10.67
895560,7.58
849839,4.25
224849,6.93
379634,5.58
262953,4.58
324691,14.92
162897,4.7
192516,12.17
181086,6.85
467176,1.0
263148,6.86
399961,6.99
157064,9.74
854562,2.32
165454,6.39
266312,10.44
1064144,5.95
373771,8.93
242942,9.03
325454,7.53
371723,4.32
644189,4.7
330859,3.91
653953,4.0
325795,7.65
847336,1.0
162137,7.79
265945,8.2
243566,10.77
222052,5.29
560488,9.16
205608,5.52
467572,5.39
1001690,3.46
178230,3.7
1040822,7.69
239111,10.69
971708,7.34
211072,5.21
157518,6.17
190768,3.17
187020,10.5
240870,11.1
717793,4.09
306094,5.81
193169,1.0
630460,2.81
188403,8.73
306846,7.2
405188,5.88
263737,8.12
419866,12.46
273078,7.72
727460,3.0
394077,12.2
619799,7.61
267816,7.28
353189,8.28
525175,3.91
337565,6.73
169260,9.14
352675,9.5
369179,5.93
200902,7.9
222762,6.63
222220,7.42
316759,4.25
163724,8.14
258523,10.68
446319,5.52
242561,9.74
230914,6.3
422429,7.36
834027,6.3
232379,3.58
188608,8.85
277282,6.04
464674,7.94
180618,5.0
326343,1.0
345538,8.64
307547,7.38
202980,5.39
1073159,2.0
220513,7.57
364607,6.34
226439,6.52
1070314,12.78
331342,1.0
350751,5.67
354098,11.41
207651,6.71
234905,6.79
328465,6.0
362040,5.43
639088,3.7
358958,6.85
280257,5.55
180487,7.38
237215,6.21
367060,6.48
890428,6.25
173463,13.71
267700,6.44
440407,4.32
1041754,5.98
368429,7.2
310876,4.32
841497,3.7
175293,4.86
213110,7.91
230059,3.46
401136,8.57
162477,6.0
226868,7.85
217436,4.52
310914,7.75
394850,8.03
296767,6.66
341973,5.13
316661,8.64
603151,4.64
374163,5.39
323802,5.36
332770,7.17
509454,9.78
539861,6.77
273474,5.64
173048,5.81
232173,3.0
670845,2.0
381035,8.26
345986,3.7
324428,4.95
623925,2.58
909798,5.73
307452,10.0
1083316,9.87
351689,8.59
734958,5.98
573350,8.96
239768,6.09
795154,1.0
261736,7.14
175123,6.36
957180,4.39
242346,6.86
634793,4.09
200996,3.58
233245,4.17
443057,4.25
397018,5.64
949970,4.09
348469,3.91
283227,10.28
924281,4.09
424576,3.46
255424,5.36
571210,8.85
300775,5.0
176026,8.71
307433,7.23
703668,4.91
167181,8.79
372348,11.41
304593,6.27
393921,2.81
186478,4.58
207856,7.21
383020,5.55
217122,8.42
331762,6.07
693197,5.83
288746,4.32
220957,6.82
308991,5.25
352692,6.61
164246,6.44
1059042,2.58
228644,7.69
387674,6.58
301391,3.7
313200,5.55
680834,10.2
213219,7.99
278295,2.81
369215,10.17
1008948,4.0
320810,4.64
375256,3.32
245791,7.28
244919,6.15
241854,8.11
251595,8.23
620276,2.32
348864,8.3
179600,3.46
351714,8.96
895877,5.93
285257,7.32
170331,6.38
990387,6.73
562355,2.0
208340,4.32
569051,4.86
301586,1.0
336875,3.0
326103,5.29
296771,8.24
174023,6.13
719843,1.58
255382,6.46
238683,7.61
959245,6.39
300495,4.17
270934,7.51
344430,7.64
361562,9.99
479705,5.46
339827,3.46
184475,7.51
251451,6.66
313462,3.17
327743,7.76
374530,9.43
447067,9.7
419616,7.09
1071742,7.79
251724,9.57
716882,1.0
216107,9.27
215238,5.7
188605,5.88
372712,4.52
710086,6.04
288534,5.36
204139,7.81
329609,8.55
433190,7.43
970451,6.46
1045280,1.0
903085,3.46
286710,5.46
293612,8.63
228785,6.32
523633,6.66
740112,6.7
291074,13.65
1008421,3.32
765045,4.91
541534,7.79
195998,7.92
191525,9.44
192291,7.88
650226,6.58
197866,7.88
267401,8.44
332411,5.25
352583,6.04
358550,7.37
384143,4.58
330544,5.36
618360,1.0
250596,5.21
410005,10.94
396896,6.85
355620,7.71
226151,12.38
354990,8.74
1048382,4.25
369788,5.86
370017,6.36
434555,3.58
670123,4.58
763940,6.36
316537,7.06
214550,8.5
312761,7.76
1044514,1.0
574510,3.0
254962,2.0
449703,5.09
1088091,3.91
204463,4.25
247689,9.44
174070,10.01
882479,3.17
169065,6.36
152836,6.75
177066,7.3
353664,8.27
446227,2.58
455186,1.58
363392,10.42
1041558,4.95
1003272,6.95
196891,6.0
177038,5.67
340163,3.7
372323,4.7
193215,9.5
302623,8.14
353416,8.79
295651,5.46
203186,10.75
422674,5.39
288071,8.54
202287,3.7
775394,6.48
695720,7.38
389169,7.55
454904,4.95
374294,7.82
709275,8.96
257791,5.93
237808,4.32
1072371,6.63
458962,6.21
314966,4.91
917330,3.46
201600,5.88
652178,4.25
462685,4.64
171881,6.79
397438,14.0
262475,9.03
858705,3.0
342493,6.09
660623,4.91
513612,7.64
742136,8.26
179250,8.34
178071,6.99
650699,6.51
329248,6.07
194473,1.58
365915,7.31
201971,7.64
191555,5.64
178561,4.52
286052,7.9
327318,5.86
253426,6.79
688710,10.38
172719,5.25
233228,2.32
172676,9.62
258081,9.66
174964,7.27
728778,2.81
557634,4.39
618263,9.02
299040,4.0
410815,6.78
270610,8.18
327305,5.95
324132,6.81
806406,5.36
340934,6.46
283000,7.64
212192,5.95
207657,6.6
361001,7.46
344969,5.09
240614,10.15
257021,12.36
380510,1.0
576776,7.08
685037,4.0
1009195,6.49
279408,3.32
341626,10.53
451371,5.86
265770,5.93
748476,5.13
439452,9.26
422130,8.89
367809,6.23
351856,10.43
175340,9.85
406580,3.46
330569,4.75
262935,3.17
162673,12.33
225031,3.91
399560,1.58
168358,3.81
194050,6.69
293690,3.46
387672,6.41
239306,8.03
228561,10.46
270258,7.79
187012,7.09
753033,1.0
238854,3.58
249443,4.17
383668,8.09
288236,6.04
913308,1.58
303680,7.61
862736,3.91
975428,7.31
149867,12.14
889863,3.7
163244,8.33
167956,10.72
301166,6.17
346128,8.07
527795,5.39
377418,3.81
919845,4.39
175721,5.46
745746,5.88
1001273,8.38
192451,8.68
312456,8.04
431262,3.81
218008,3.17
189169,6.41
464988,5.39
355556,5.17
910065,6.97
189012,6.43
215850,5.98
282154,5.49
301292,4.32
275683,8.23
313094,9.62
350591,7.65
401365,6.73
452796,4.86
385582,7.53
339561,4.46
212647,6.36
212097,8.88
447741,6.17
199343,8.65
385447,3.46
297263,4.25
361815,4.86
470973,3.81
342539,8.39
190004,3.58
396579,8.2
343689,3.91
248578,4.95
380587,4.39
216312,6.48
177814,10.04
232097,6.95
177008,2.81
258033,8.59
183870,9.71
224713,4.52
234901,7.73
716908,1.0
265996,8.6
263932,5.36
181036,8.38
308064,8.86
178777,8.72
370235,5.7
320288,7.64
352082,6.29
374240,11.73
215236,7.09
642994,1.58
599469,4.0
415257,6.91
189111,3.58
476338,3.91
168054,7.35
549646,8.34
295585,7.77
342046,8.17
317119,7.04
328654,6.61
162179,7.55
398762,1.58
334179,5.81
489587,5.49
292077,6.3
252132,9.33
1001697,4.46
469275,5.81
158996,6.6
187694,7.52
961110,5.78
279551,8.11
206623,9.5
519662,7.95
861892,4.17
264985,6.34
432227,7.13
408192,4.64
757994,8.94
156712,12.73
1097371,2.32
169938,9.81
231798,10.43
1089841,8.8
888651,4.91
314717,5.75
364304,7.03
327451,6.43
243062,5.83
284401,4.86
373377,7.73
369581,8.88
862045,2.32
267582,5.58
216814,5.32
876624,6.39
321247,7.89
226066,7.55
174156,4.25
328239,8.06
353047,6.93
223698,4.7
280875,1.0
452804,2.81
494967,3.32
681043,10.28
408756,7.23
298670,5.04
192201,5.32
318491,5.0
386984,2.58
340873,8.26
232370,4.58
346886,5.49
305584,7.34
181620,6.93
375745,5.78
166981,7.47
263814,7.26
334979,4.09
213678,8.67
228075,7.71
239809,5.21
199361,5.04
320155,4.75
395859,7.37
592163,7.06
955388,3.91
827078,6.87
315391,4.52
634925,1.58
1006845,6.3
327677,6.81
163461,7.58
355787,7.68
362706,5.95
176008,8.58
210212,8.02
226959,5.29
236276,7.04
417486,5.86
171442,2.81
368024,7.67
270908,6.32
173670,5.04
571490,6.3
398688,4.25
202120,10.25
201165,4.25
326579,6.75
263276,7.96
407375,6.0
358198,6.75
405294,4.7
277569,7.5
526557,11.42
480079,5.67
297621,4.52
294316,3.58
338014,5.39
1110074,4.64
327221,5.09
336678,8.84
1024983,6.43
280865,5.61
471497,7.75
179260,12.89
411505,6.51
337766,10.5
354147,4.46
265914,4.86
161599,8.55
376114,6.32
194543,9.17
248010,8.34
350255,7.92
760484,7.7
208766,10.66
479671,6.11
272441,7.75
338727,6.57
166841,4.91
353315,6.36
400663,4.7
224928,5.25
385860,3.32
293760,9.85
185664,6.57
188794,5.78
1065271,4.86
197852,8.73
994352,9.92
234804,6.09
353388,10.28
163208,9.35
334953,10.75
177283,7.08
1113591,6.02
277730,6.49
342054,4.95
733383,3.0
226562,6.38
327674,7.66
946356,2.81
215323,5.64
784813,3.7
275659,11.36
249494,5.13
236782,6.66
805659,5.25
962375,7.03
302558,7.31
16593,9.37
373023,5.78
412510,1.58
240045,6.07
394939,11.93
326510,7.35
385669,7.18
322624,8.78
320055,8.83
360933,5.21
287053,5.86
359323,8.66
213227,4.46
665139,7.11
272217,5.7
381256,5.21
229945,7.36
433904,6.69
259699,9.19
267906,5.86
320654,4.25
180898,9.24
368742,6.49
179057,5.91
299304,3.0
389653,11.16
200921,7.88
810798,7.49
367006,6.94
379149,6.0
306864,8.11
360769,8.18
470264,8.6
402649,10.01
201476,8.06
230818,7.35
216314,5.81
208841,5.36
939141,3.58
1055616,4.52
1042757,5.55
305292,7.89
369461,9.7
913075,7.44
513635,6.98
948847,1.58
225713,8.46
376404,7.48
160391,5.64
361732,10.17
251103,12.17
328154,3.58
264624,9.1
259053,12.88
350368,3.58
241874,6.15
1033916,1.0
695256,10.1
209741,9.85
318801,8.1
354117,11.43
483833,4.52
305855,6.0
542238,9.19
420726,7.7
250569,6.34
330377,6.54
432886,5.91
759875,9.63
264060,7.64
684051,4.09
462636,3.32
372595,4.75
409395,5.61
1089828,5.67
238486,6.55
378917,7.73
509941,4.75
183919,6.09
409318,4.64
995299,2.58
176439,3.0
467080,4.32
425991,6.29
1072278,5.04
416001,4.81
500563,4.7
189150,5.13
166000,10.46
1061391,2.81
353283,3.17
215596,5.46
271953,5.13
349231,4.95
398036,6.39
402218,8.04
166528,12.13
350578,4.25
305255,6.87
169359,13.09
645449,8.42
416786,6.67
339290,8.73
393182,7.51
716697,3.32
308440,3.7
298323,4.91
699035,1.0
171447,3.0
161800,9.21
448756,3.0
196774,4.25
402015,6.41
215499,5.25
287304,10.28
229005,5.36
365431,6.39
218222,5.78
178310,7.07
323816,7.0
889509,2.0
261421,5.04
381279,5.43
392965,7.13
178153,10.19
653343,6.25
622459,8.97
505637,4.75
315211,4.09
353200,8.29
917456,4.95
189520,7.27
445737,6.71
239731,4.52
400540,3.32
303722,7.86
353515,3.58
402963,2.0
373979,11.96
456613,7.41
318247,7.77
349050,6.82
1114632,5.09
194549,1.0
215442,9.91
404362,5.43
330561,9.35
360782,4.09
517040,10.64
650170,6.46
318708,8.43
233524,6.21
196615,3.32
156978,10.82
773395,5.61
393622,5.73
380500,10.13
210284,6.63
973305,2.32
396398,6.3
731570,4.17
221159,4.39
317452,9.68
438457,10.52
217043,9.54
743427,3.0
419595,6.17
260227,10.4
980877,4.25
302167,4.25
209128,14.03
386591,5.09
173740,5.93
327834,7.55
214152,7.48
514509,5.86
190460,4.32
168064,5.21
374910,6.87
365737,8.6
217484,8.41
303647,8.99
945328,5.78
283177,5.73
768474,4.91
241577,3.58
341845,3.46
1104404,4.09
314415,8.89
176644,6.34
380216,6.34
644147,3.7
219394,8.36
388981,4.17
408159,6.64
374239,6.54
417296,7.71
279855,3.58
157175,10.84
425278,7.54
422161,8.19
366420,7.58
251035,5.64
403447,6.69
889344,2.0
280647,7.73
255211,8.72
334566,3.7
280277,5.0
340039,6.15
302163,9.07
897691,5.17
264004,7.49
250695,5.21
193086,3.91
418400,11.45
321229,4.81
312556,3.81
289318,4.17
199381,8.88
271146,7.25
1057326,10.77
283469,9.43
447429,5.32
485382,5.78
428103,6.17
539238,1.58
326027,4.64
386012,6.87
265133,10.52
148887,7.96
208209,6.94
248092,7.11
247645,10.98
300882,5.32
418818,5.73
176976,2.81
1030621,8.47
916588,3.58
220435,7.85
263264,12.42
252487,4.7
1051623,8.36
312908,4.64
201857,7.8
409565,5.67
240413,8.67
449919,9.4
180436,6.89
392526,6.41
388040,2.32
378272,3.7
328656,6.61
267167,5.43
488124,4.46
188512,3.91
218385,5.64
797099,2.81
236731,7.26
393519,8.39
883479,6.0
274881,10.6
293160,8.92
392249,2.32
382362,5.04
227292,9.94
217991,8.5
383183,4.25
355515,8.44
812209,8.89
452014,9.76
343845,5.13
290949,5.88
252240,7.64
196253,5.73
174713,5.73
998703,2.58
842519,3.0
188072,4.58
191512,6.86
342646,6.82
185407,14.33
262282,6.66
345337,3.7
220276,6.7
164090,7.91
182608,7.29
185279,12.09
376050,9.02
336655,5.86
335249,5.36
190877,6.81
291710,8.5
377434,5.86
245653,8.42
415280,3.0
412472,8.72
210939,4.7
626570,2.81
209159,6.83
415027,4.58
197341,8.82
346211,8.29
537064,3.7
159951,7.43
341048,9.38
626798,2.0
349551,5.75
392073,7.79
767006,3.81
376563,3.17
331677,6.02
172181,11.01
341342,4.64
165769,8.34
199988,15.21
686638,6.91
383879,11.79
262368,5.64
333585,7.39
342197,7.9
164015,10.86
633698,4.86
283755,7.09
217659,3.7
201791,5.04
362627,4.95
251354,6.69
203932,4.7
418455,9.37
409409,7.01
1097989,3.17
355391,8.38
162379,4.0
196078,4.17
394250,5.13
437012,8.01
395746,9.62
401256,3.46
355926,8.74
224854,7.36
224013,7.53
227067,8.01
417759,9.11
889351,9.01
406460,6.15
198787,7.4
290490,12.07
391410,5.61
547961,7.29
1096430,1.58
229874,8.83
165797,10.94
254166,6.04
163989,6.34
372803,5.78
608741,7.81
315726,7.76
259533,2.0
188043,4.32
266763,7.75
244985,5.39
281490,8.05
361108,6.0
354084,8.52
220954,8.51
191778,5.73
762291,3.7
715922,3.0
393034,4.95
364938,3.32
254678,4.64
321787,8.75
286619,7.57
473350,6.04
555839,3.46
387282,7.14
366798,3.46
361838,5.39
511461,8.97
213184,4.32
407634,4.7
349564,9.67
299381,5.98
547964,7.27
372475,6.09
198062,6.54
196765,4.17
208625,7.41
346043,11.42
705023,2.58
294178,14.42
349561,5.86
825803,6.54
522014,7.09
330413,5.39
575210,5.49
427666,6.46
172188,10.74
209447,6.38
405617,3.46
786549,7.15
215215,3.58
549184,10.84
304201,4.0
286051,5.49
306074,7.81
669143,10.31
374005,6.55
118800,6.89
360264,6.11
176718,8.72
539309,1.0
413060,3.46
98619,10.76
411565,5.13
324355,4.86
409617,11.52
470128,7.41
296729,7.55
532344,5.64
308976,7.74
949163,1.0
365218,6.19
298445,9.49
352268,4.46
334955,6.23
296122,7.36
322962,4.7
310169,8.59
489848,8.09
197935,7.8
309338,8.01
319194,6.51
560198,9.02
426231,6.46
172528,8.7
257864,11.29
990621,5.52
243873,6.73
327333,8.11
313277,6.82
258914,6.13
364311,4.25
412953,10.01
353251,7.55
705846,4.17
293597,3.91
187511,11.02
684239,8.57
239545,5.09
168132,9.06
374627,8.43
294428,5.29
355124,6.83
1079659,3.0
253641,5.75
782019,1.58
268521,3.17
416680,7.02
231559,8.26
200070,7.78
651864,7.45
173787,7.89
874899,8.3
316372,5.09
457643,6.11
303368,3.58
231769,6.95
628682,8.44
352565,6.55
373021,7.71
1011732,4.17
325808,13.99
402297,4.0
354605,6.78
360630,5.95
234112,8.12
1035590,3.81
338993,8.16
310893,5.73
191394,6.13
282457,4.86
683428,4.86
318211,4.25
301206,10.65
312259,8.29
293114,5.61
381940,4.0
278058,9.35
705376,2.58
445625,4.0
314784,8.41
177988,7.49
298631,4.32
278864,9.65
767477,5.04
595022,5.17
297360,6.6
257534,6.95
174531,7.67
615593,1.0
426648,3.46
205803,9.89
643909,4.17
227741,5.81
342600,5.75
1009176,3.0
204663,6.09
203446,6.3
384736,4.95
219878,9.36
174153,6.85
350551,7.2
277554,6.83
426478,3.91
379375,8.44
198945,10.34
245207,9.27
192802,7.83
1099904,2.81
197258,4.95
194689,7.84
240974,5.04
360252,4.32
861504,5.0
332445,7.39
481136,7.29
298381,6.79
344182,7.07
740552,3.0
176981,3.81
388543,9.09
331934,5.32
358083,3.91
166058,7.35
326994,3.58
258699,6.66
175004,2.58
187658,7.53
254903,8.88
337546,9.57
162845,6.19
238738,7.17
303910,4.95
372333,4.91
253513,1.58
402126,5.58
191441,6.38
330813,6.09
325966,2.81
377728,5.52
191449,4.95
339403,2.81
374799,6.15
