Pid,Title,Category,Subcategory,weekday,hour,image,label
281446,Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Harlem,Holiday&Celebrations,Thanksgiving,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/281446.jpg,8.61
281453,Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive with Senator Adriano Espaillat and Assemblyman Guillermo Linares,Holiday&Celebrations,Thanksgiving,1,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/281453.jpg,9.31
281840,Can we come in now? 126,Animal,Dogs,1,23,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/27960@N2/281840.jpg,8.73
282364,pants dragging ground,Travel&Active&Sports,Bodybuilding,6,23,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33301@N89/282364.jpg,10.81
282673,CANON AE1 1977  TOKINA FD 35-70 RMC III KODAK COLOR ?  200ISO VENEZIA  2015 BIENNALE DARTE DOUBLEEXPOSURE  #canonae1 #kodak #kodakmoment #35mmfilm #buyfilmnotmegapixels #35mm #green #analogphotography  #venezia  #vsco #biennaledivenezia #,Social&People,"Good,Morning",5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37542@N81/282673.jpg,6.81
282727,"Governor Cuomo Announces Partnerships to Feed Over 35,000 New Yorkers This Thanksgiving",Holiday&Celebrations,Thanksgiving,0,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/282727.jpg,9.08
282728,"Governor Cuomo Announces Partnerships to Feed Over 35,000 New Yorkers This Thanksgiving",Holiday&Celebrations,Thanksgiving,0,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/282728.jpg,8.83
282729,"Governor Cuomo Announces Partnerships to Feed Over 35,000 New Yorkers This Thanksgiving",Holiday&Celebrations,Thanksgiving,0,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/282729.jpg,8.91
282792,County Comm Titanium projects,Fashion,Hair,4,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/11808@N61/282792.jpg,9.63
282823,Waffles @ Sunny Side Cafe,Food,Drinks,5,18,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36178@N21/282823.jpg,8.32
283293,,Social&People,"Good,Morning",4,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/31182@N1/283293.jpg,9.58
283399,Blood Ravens Librarians,Travel&Active&Sports,Baltimore,1,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/283399.jpg,6.17
283404,Space Hulk Game,Travel&Active&Sports,Baltimore,0,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/283404.jpg,6.39
283413,Redds Wicked Apple Hard Ale,Food,Drinks,4,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/11808@N61/283413.jpg,9.62
283426,Space Hulk Game,Travel&Active&Sports,Baltimore,0,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/283426.jpg,6.34
283610,Air jordan 4 military blue,Fashion,Sneakers,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38590@N57/283610.jpg,7.69
283612,Nike air max 90 crepe pack,Fashion,Sneakers,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38590@N57/283612.jpg,7.29
283626,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/283626.jpg,8.41
283630,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/283630.jpg,8.38
283660,Nike air max 90 crepe pack,Fashion,Sneakers,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38590@N57/283660.jpg,7.23
283666,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/283666.jpg,8.56
283667,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/283667.jpg,8.55
283767,Amazon Buy Kindle Book Snatch Back,Entertainment,Books,1,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38603@N52/283767.jpg,9.09
284020,Titaniuim widgy bars and leather laced sheath,Fashion,Hair,5,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/11808@N61/284020.jpg,9.5
284021,The Double Looop leather laced sheath/pouch,Fashion,Hair,5,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/11808@N61/284021.jpg,9.63
284026,Blood Ravens Stormravens,Travel&Active&Sports,Baltimore,2,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/284026.jpg,6.27
284027,Blood Ravens Stormravens,Travel&Active&Sports,Baltimore,2,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/284027.jpg,6.09
284029,Blood Ravens Stormravens,Travel&Active&Sports,Baltimore,2,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/284029.jpg,6.02
284030,Blood Ravens Stormravens,Travel&Active&Sports,Baltimore,2,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/284030.jpg,6.04
284036,The Name,Entertainment,Books,2,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/9602@N47/284036.jpg,7.64
284067,California Nebula NGC1499,Whether&Season,Sunny,1,23,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/25304@N43/284067.jpg,10.72
284239,DSC03179,Travel&Active&Sports,Bodybuilding,2,14,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33301@N89/284239.jpg,10.33
284262,DSC03165,Travel&Active&Sports,Bodybuilding,2,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33301@N89/284262.jpg,10.33
284510,More From the CCI Event,Holiday&Celebrations,Halloween,1,20,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36278@N52/284510.jpg,10.44
285126,"Nikita,...IBTC2015@FTW",Fashion,Tattoos,6,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/285126.jpg,13.66
285812,"Anna,......@FTW",Fashion,Tattoos,5,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/285812.jpg,9.99
286022,d1xf,Fashion,Tattoos,5,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/286022.jpg,9.58
286069,Baker County Tourism  basecampbaker.com 23386,Holiday&Celebrations,Christmas,5,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38822@N59/286069.jpg,7.11
286077,Ibtc2015@Fotowillem,Fashion,Tattoos,5,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/286077.jpg,9.61
286394,Gauchos,Fashion,Hair,6,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/11808@N61/286394.jpg,9.39
286400,d4fli,Fashion,Tattoos,5,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/286400.jpg,9.6
286431,"Clara,...IBTC 2015",Fashion,Tattoos,5,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/286431.jpg,9.83
286610,Halloween Parties Table Runner,Holiday&Celebrations,Halloween,5,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38887@N5/286610.jpg,4.46
286839,w3kdlick,Fashion,Tattoos,6,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/286839.jpg,10.92
287113,w3fl,Fashion,Tattoos,5,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/287113.jpg,11.36
287240,Aa. Thoddoo Island Field Trip,Animal,Fish,0,14,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36711@N10/287240.jpg,6.04
287298,w14lick,Fashion,Tattoos,6,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/287298.jpg,11.36
287936,w4flic,Fashion,Tattoos,5,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/287936.jpg,9.76
287937,"Fotograf Agne Sterberg, AGMA Forntid & ventyr AB, www.destinationhogakusten.com",Travel&Active&Sports,Baseball,1,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/17614@N19/287937.jpg,4.81
287938,"Fotograf Agne Sterberg, AGMA Forntid & ventyr AB, www.destinationhogakusten.com",Travel&Active&Sports,Baseball,0,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/17614@N19/287938.jpg,4.32
287939,"Fotograf Agne Sterberg, AGMA Forntid & ventyr AB, www.destinationhogakusten.com",Travel&Active&Sports,Baseball,0,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/17614@N19/287939.jpg,4.52
287984,"Fotograf Agne Sterberg, AGMA Forntid & ventyr AB, www.destinationhogakusten.com",Travel&Active&Sports,Baseball,4,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/17614@N19/287984.jpg,4.52
287985,"Fotograf Agne Sterberg, AGMA Forntid & ventyr AB, www.destinationhogakusten.com",Travel&Active&Sports,Baseball,1,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/17614@N19/287985.jpg,4.46
287986,"Fotograf Agne Sterberg, AGMA Forntid & ventyr AB, www.destinationhogakusten.com",Travel&Active&Sports,Baseball,0,1,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/17614@N19/287986.jpg,4.32
288010,dd5kdflick,Fashion,Tattoos,5,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/288010.jpg,10.08
288012,w4kdflick,Fashion,Tattoos,6,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/288012.jpg,9.7
288013,Dirk Behlau shooting at IBTC@FTW,Fashion,Tattoos,6,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/288013.jpg,9.67
288016,d2kdnlick,Fashion,Tattoos,6,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/288016.jpg,9.76
288140,Blood Ravens Terminators,Travel&Active&Sports,Baltimore,2,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/288140.jpg,6.27
288145,w11kdflk,Fashion,Tattoos,6,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/288145.jpg,9.88
288294,x1klick,Fashion,Tattoos,5,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/288294.jpg,10.23
288374,"Clownfish, Seattle Aquarium (Seattle, Washington",Animal,Fish,5,11,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/36249@N66/288374.jpg,13.27
288617,#arteenlapiel,Fashion,Tattoos,4,13,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37833@N89/288617.jpg,11.56
289140,x8lick,Fashion,Tattoos,5,7,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33600@N66/289140.jpg,10.45
289806,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/289806.jpg,8.34
289807,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/289807.jpg,8.34
289849,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/289849.jpg,8.4
289853,Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Harlem,Holiday&Celebrations,Thanksgiving,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/289853.jpg,8.59
290288,kalabas mate tea,Food,Coffee,4,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/33732@N7/290288.jpg,7.09
290684,Blood Angels Terminator Captain,Travel&Active&Sports,Baltimore,2,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/290684.jpg,6.46
290688,Blood Ravens Terminators,Travel&Active&Sports,Baltimore,2,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/290688.jpg,6.19
290689,Blood Ravens Terminators,Travel&Active&Sports,Baltimore,2,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/290689.jpg,6.25
290693,Blood Ravens Assault Terminators,Travel&Active&Sports,Baltimore,2,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/290693.jpg,6.25
290694,Blood Ravens Legion Devastators,Travel&Active&Sports,Baltimore,2,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/290694.jpg,6.27
290718,,Travel&Active&Sports,Gymnastics,4,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/31182@N1/290718.jpg,9.4
290747,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/290747.jpg,8.35
290748,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/290748.jpg,8.37
290749,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/290749.jpg,8.6
290750,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/290750.jpg,10.1
290766,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/290766.jpg,8.54
290767,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/290767.jpg,8.41
291169,CANON AE1 1977  TOKINA FD 35-70 RMC III KODAK COLOR ?  200ISO VENEZIA  2015 BIENNALE DARTE DOUBLEEXPOSURE  #canonae1 #kodak #kodakmoment #35mmfilm #buyfilmnotmegapixels #35mm #green #analogphotography  #venezia  #vsco #biennaledivenezia #,Social&People,"Good,Morning",5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37542@N81/291169.jpg,6.69
291172,CANON AE1 1977  TOKINA FD 35-70 RMC III KODAK COLOR ?  200ISO VENEZIA  2015 BIENNALE DARTE DOUBLEEXPOSURE  #canonae1 #kodak #kodakmoment #35mmfilm #buyfilmnotmegapixels #35mm #green #analogphotography  #venezia  #vsco #biennaledivenezia #,Social&People,"Good,Morning",5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37542@N81/291172.jpg,6.95
291566,"Governor Cuomo Announces Partnerships to Feed Over 35,000 New Yorkers This Thanksgiving",Holiday&Celebrations,Thanksgiving,0,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/291566.jpg,8.86
291567,"Governor Cuomo Announces Partnerships to Feed Over 35,000 New Yorkers This Thanksgiving",Holiday&Celebrations,Thanksgiving,0,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/291567.jpg,8.83
291568,"Governor Cuomo Announces Partnerships to Feed Over 35,000 New Yorkers This Thanksgiving",Holiday&Celebrations,Thanksgiving,0,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/291568.jpg,8.89
291586,"Governor Cuomo Announces Partnerships to Feed Over 35,000 New Yorkers This Thanksgiving",Holiday&Celebrations,Thanksgiving,0,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/291586.jpg,9.19
291696,"Black Friday, Cyber Monday, Dog Sling, Plus Size Dog Sling, Pet Sling - Plus Size",Food,Tea,0,9,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38887@N5/291696.jpg,4.52
291929,Blood Ravens Librarians,Travel&Active&Sports,Baltimore,1,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/291929.jpg,5.98
291930,Blood Ravens Librarians,Travel&Active&Sports,Baltimore,1,4,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/291930.jpg,5.93
291936,Space Hulk Game,Travel&Active&Sports,Baltimore,0,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/291936.jpg,6.34
292003,CANON AE1 1977  TOKINA FD 35-70 RMC III KODAK COLOR ?  200ISO VENEZIA  2015 BIENNALE DARTE DOUBLEEXPOSURE  #canonae1 #kodak #kodakmoment #35mmfilm #buyfilmnotmegapixels #35mm #green #analogphotography  #venezia  #vsco #biennaledivenezia #,Social&People,"Good,Morning",5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37542@N81/292003.jpg,6.75
292005,CANON AE1 1977  TOKINA FD 35-70 RMC III KODAK COLOR ?  200ISO VENEZIA  2015 BIENNALE DARTE DOUBLEEXPOSURE  #canonae1 #kodak #kodakmoment #35mmfilm #buyfilmnotmegapixels #35mm #green #analogphotography  #venezia  #vsco #biennaledivenezia #,Social&People,"Good,Morning",5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37542@N81/292005.jpg,6.88
292006,CANON AE1 1977  TOKINA FD 35-70 RMC III KODAK COLOR ?  200ISO VENEZIA  2015 BIENNALE DARTE DOUBLEEXPOSURE  #canonae1 #kodak #kodakmoment #35mmfilm #buyfilmnotmegapixels #35mm #green #analogphotography  #venezia  #vsco #biennaledivenezia #,Social&People,"Good,Morning",5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37542@N81/292006.jpg,7.11
292009,CANON AE1 1977  TOKINA FD 35-70 RMC III KODAK COLOR ?  200ISO VENEZIA  2015 BIENNALE DARTE DOUBLEEXPOSURE  #canonae1 #kodak #kodakmoment #35mmfilm #buyfilmnotmegapixels #35mm #green #analogphotography  #venezia  #vsco #biennaledivenezia #,Social&People,"Good,Morning",5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37542@N81/292009.jpg,7.3
292193,3-4 Fownes Street / Dublin,Travel&Active&Sports,Gymnastics,3,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/5656@N26/292193.jpg,8.23
292237,Air jordan 4 military blue,Fashion,Sneakers,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/38590@N57/292237.jpg,7.19
292384,"Governor Cuomo Announces Partnerships to Feed Over 35,000 New Yorkers This Thanksgiving",Holiday&Celebrations,Thanksgiving,0,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/292384.jpg,8.82
292385,"Governor Cuomo Announces Partnerships to Feed Over 35,000 New Yorkers This Thanksgiving",Holiday&Celebrations,Thanksgiving,0,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/292385.jpg,10.13
292543,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/292543.jpg,8.35
292571,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/292571.jpg,8.39
292575,Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive with Senator Adriano Espaillat and Assemblyman Guillermo Linares,Holiday&Celebrations,Thanksgiving,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/292575.jpg,9.17
292633,Blood Ravens Stormravens,Travel&Active&Sports,Baltimore,2,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/292633.jpg,6.11
292634,Blood Ravens Stormravens,Travel&Active&Sports,Baltimore,2,3,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/30018@N88/292634.jpg,6.0
293035,Leica M3 manual page 15,Entertainment,Books,2,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/9602@N47/293035.jpg,8.02
293106,Falling Hard,Holiday&Celebrations,Halloween,4,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/39554@N95/293106.jpg,8.39
293497,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/293497.jpg,8.43
293498,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in East Elmhurst, Queens",Holiday&Celebrations,Thanksgiving,1,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/293498.jpg,8.37
293526,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/293526.jpg,8.52
293528,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/293528.jpg,8.43
293530,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/293530.jpg,8.37
293531,"Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Bedford-Stuyvesant, Brooklyn",Holiday&Celebrations,Thanksgiving,1,6,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/293531.jpg,8.39
293532,Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive in Harlem,Holiday&Celebrations,Thanksgiving,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/293532.jpg,8.61
293546,Governor Cuomo Participates in New York States Annual Thanksgiving Food Donation Drive with Senator Adriano Espaillat and Assemblyman Guillermo Linares,Holiday&Celebrations,Thanksgiving,1,8,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37243@N93/293546.jpg,9.29
294555,More Jolly Less Jingle,Holiday&Celebrations,Christmas,4,5,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/27960@N2/294555.jpg,11.15
294876,#arteenlapiel,Fashion,Tattoos,4,12,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37833@N89/294876.jpg,9.21
295099,CANON AE1 1977  TOKINA FD 35-70 RMC III KODAK COLOR ?  200ISO VENEZIA  2015 BIENNALE DARTE DOUBLEEXPOSURE  #canonae1 #kodak #kodakmoment #35mmfilm #buyfilmnotmegapixels #35mm #green #analogphotography  #venezia  #vsco #biennaledivenezia #,Social&People,"Good,Morning",5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37542@N81/295099.jpg,6.71
295100,CANON AE1 1977  TOKINA FD 35-70 RMC III KODAK COLOR ?  200ISO VENEZIA  2015 BIENNALE DARTE DOUBLEEXPOSURE  #canonae1 #kodak #kodakmoment #35mmfilm #buyfilmnotmegapixels #35mm #green #analogphotography  #venezia  #vsco #biennaledivenezia #,Social&People,"Good,Morning",5,16,C:\Users\user\Desktop\碩一下\資料探勘\HW\113-2-data-mining-homework-2\train/37542@N81/295100.jpg,6.7
